video-name, uuid, weight, masculinity, time
forest10.mp4, 93e3921b-d0b3-44f8-80bc-7752c2c529c9, 5, 5, 2.134926
gravel10.mp4, 93e3921b-d0b3-44f8-80bc-7752c2c529c9, 5, 5, 0
tiles10.mp4, 93e3921b-d0b3-44f8-80bc-7752c2c529c9, 5, 5, 0
wood10.mp4, 93e3921b-d0b3-44f8-80bc-7752c2c529c9, 5, 5, 0
forest10.mp4, bce0f2dd-9190-4619-bfe8-4f04ac1f1878, 5, 5, 2.015078
gravel10.mp4, bce0f2dd-9190-4619-bfe8-4f04ac1f1878, 5, 5, 0
tiles10.mp4, bce0f2dd-9190-4619-bfe8-4f04ac1f1878, 5, 5, 0
wood10.mp4, bce0f2dd-9190-4619-bfe8-4f04ac1f1878, 5, 5, 0
